ID,TEMPO_PERMANENCIA_CLIENTE_MESES,B,C,D,E,G,H,J,OUTROS,TOTAL_DOLAR_FATURADO,TICKET_MEDIO,RECENCIA,FREQUENCIA,VALOR,CHURN
1086.0,117.0,2,0,0,0,0,0,0,2,4456.0,2228.0,5052.0,2.0,2.0,1
1087.0,8.0,4,0,4,2,0,0,0,0,11170.0,5585.0,5997.0,2.0,2.0,0
1088.0,189.0,437,322,69,345,299,138,345,253,110673.99,4811.912608695652,792.0,23.0,24.0,0
1089.0,185.0,126,140,84,28,70,28,84,140,49328.74,3523.4814285714283,2618.0,14.0,14.0,1
1090.0,232.0,13677,8342,9021,5917,11640,7178,13095,5044,926805.47,9554.695567010309,0.0,97.0,180.0,0
1091.0,0.0,1,0,0,1,0,0,0,0,2650.0,2650.0,6148.0,1.0,1.0,0
1092.0,0.0,0,0,1,0,0,0,0,1,1200.0,1200.0,8158.0,1.0,1.0,1
1093.0,35.0,0,0,9,0,0,0,0,3,920.0,306.6666666666667,5083.0,3.0,3.0,1
1094.0,223.0,48,48,8,40,40,16,40,16,30795.62,3849.4525,396.0,8.0,8.0,0
1095.0,180.0,2925,780,195,195,1690,1495,715,2665,275044.88,4231.459692307692,2192.0,65.0,86.0,1
1096.0,0.0,2,1,2,0,2,1,2,1,3302.48,3302.48,1126.0,1.0,2.0,0
1097.0,0.0,0,1,0,0,0,1,1,1,3171.38,3171.38,61.0,1.0,1.0,0
1098.0,0.0,0,0,1,0,0,0,0,0,64.11,64.11,7093.0,1.0,1.0,1
1099.0,210.0,220,180,360,240,180,80,180,100,60823.49,3041.1745,1034.0,20.0,21.0,1
1100.0,214.0,306,108,270,234,54,54,54,126,92321.84,5128.9911111111105,2618.0,18.0,21.0,0
1101.0,5.0,2,4,0,0,2,2,4,2,3779.1,1889.55,3714.0,2.0,2.0,1
1102.0,0.0,0,0,1,0,0,0,0,1,1180.0,1180.0,8796.0,1.0,1.0,1
1103.0,81.0,6,9,0,3,9,6,9,0,11967.52,3989.1733333333336,914.0,3.0,3.0,0
1104.0,167.0,12,9,3,12,6,3,6,6,13220.44,4406.8133333333335,3318.0,3.0,4.0,0
1105.0,96.0,6,0,9,0,6,0,0,3,1880.0,626.6666666666666,3379.0,3.0,3.0,1
1106.0,228.0,1872,546,39,1638,1248,390,897,507,126934.08,3254.7200000000003,580.0,39.0,58.0,0
1107.0,221.0,650,598,78,624,650,234,676,104,189897.2,7303.738461538462,214.0,26.0,51.0,0
1108.0,8.0,3,9,6,0,3,0,9,3,7717.360000000001,2572.4533333333334,3288.0,3.0,3.0,1
1109.0,179.0,961,961,310,465,868,403,961,155,126726.03,4087.936451612903,153.0,31.0,39.0,0
1110.0,0.0,1,1,0,0,0,0,1,1,4554.84,4554.84,3532.0,1.0,1.0,1
1111.0,11.0,2,2,2,2,2,2,2,0,13951.14,6975.57,1827.0,2.0,2.0,0
1112.0,174.0,12,4,8,8,8,4,4,4,13361.32,3340.33,30.0,4.0,5.0,1
1113.0,0.0,0,0,0,0,0,0,3,0,7357.62,7357.62,761.0,1.0,3.0,0
1114.0,110.0,143,13,0,104,39,13,0,65,38777.1,2982.853846153846,4383.0,13.0,13.0,1
1115.0,26.0,10,5,25,5,20,0,5,25,16641.84,3328.368,3987.0,5.0,5.0,1
1116.0,0.0,0,0,0,1,0,0,0,0,220.0,220.0,7762.0,1.0,1.0,1
1117.0,24.0,35,49,14,35,42,0,49,7,22450.54,3207.2200000000003,2467.0,7.0,7.0,0
1118.0,42.0,6,9,0,0,6,3,6,6,2070.0,690.0,3105.0,3.0,3.0,1
1119.0,0.0,1,1,0,0,1,0,1,2,200.0,200.0,4048.0,1.0,1.0,1
1120.0,5.0,16,12,0,0,12,16,16,0,28221.16,7055.29,1736.0,4.0,6.0,1
1121.0,104.0,63,54,18,36,72,0,54,18,37897.42,4210.824444444444,1644.0,9.0,9.0,1
1122.0,112.0,0,18,0,0,12,6,18,0,10924.71,1820.7849999999999,214.0,6.0,6.0,0
1123.0,30.0,4,48,32,0,20,0,48,0,39220.16,9805.04,335.0,4.0,12.0,0
1124.0,0.0,1,1,1,1,1,1,1,0,200.0,200.0,3471.0,1.0,1.0,0
1125.0,0.0,4,4,0,0,4,4,4,0,12484.6,6242.3,1888.0,2.0,3.0,0
1126.0,0.0,1,0,0,0,1,1,1,0,349.0,349.0,1918.0,1.0,1.0,1
1127.0,14.0,0,4,0,4,0,0,4,4,5392.33,2696.165,1126.0,2.0,4.0,0
1128.0,195.0,6,2,0,6,0,0,0,6,6450.0,3225.0,2436.0,2.0,3.0,1
1129.0,25.0,0,0,4,0,0,0,0,0,0.0,0.0,4262.0,2.0,2.0,1
1130.0,117.0,42,42,0,7,28,28,42,14,49267.78,7038.254285714285,2952.0,7.0,8.0,1
1131.0,319.0,7830,8091,2523,2871,7395,4263,8613,2175,577706.76,6640.307586206896,214.0,87.0,131.0,0
1132.0,0.0,0,0,0,0,0,0,1,0,-3034.64,-3034.64,3379.0,1.0,1.0,1
1133.0,16.0,360,36,0,0,162,162,576,54,135610.79,7533.932777777778,30.0,18.0,204.0,0
1134.0,25.0,8,12,16,0,12,8,12,8,14666.08,3666.52,3379.0,4.0,4.0,1
1135.0,164.0,45,54,72,27,90,36,90,0,48405.88,5378.431111111111,366.0,9.0,12.0,0
1136.0,85.0,6,3,6,3,6,6,6,0,25045.79,8348.596666666666,822.0,3.0,3.0,0
1137.0,174.0,4,4,0,0,0,0,0,4,13253.0,3313.25,3044.0,4.0,4.0,1
1138.0,0.0,0,0,1,0,0,0,0,0,240.0,240.0,5540.0,1.0,1.0,1
1139.0,0.0,1,0,1,0,0,0,0,1,477.0,477.0,5024.0,1.0,1.0,1
1140.0,5.0,3,0,3,3,0,0,0,0,4833.37,1611.1233333333332,396.0,3.0,3.0,0
1141.0,81.0,12,12,12,8,4,0,8,4,19099.32,4774.83,3013.0,4.0,4.0,0
1142.0,0.0,1,0,1,0,1,1,0,1,200.0,200.0,4352.0,1.0,1.0,1
1143.0,0.0,0,1,1,0,1,0,1,0,2989.28,2989.28,1218.0,1.0,1.0,0
1144.0,41.0,16,16,16,16,16,8,16,4,27857.46,6964.365,2130.0,4.0,4.0,0
1145.0,13.0,2,2,0,2,0,0,0,2,3096.0,1548.0,7031.0,2.0,2.0,1
1146.0,192.0,0,2,0,0,0,0,2,0,2045.26,1022.63,3502.0,2.0,2.0,1
1147.0,128.0,100,130,90,20,70,30,130,30,50251.46,5025.146,153.0,10.0,13.0,1
1148.0,158.0,240,255,60,135,225,45,285,30,89873.70999999999,5991.580666666666,122.0,15.0,21.0,0
1149.0,191.0,5727,4416,276,3450,4002,1449,4416,1518,467391.77,6773.793768115942,335.0,69.0,102.0,0
1150.0,0.0,1,1,1,1,1,0,1,0,3450.0,3450.0,1614.0,1.0,1.0,1
1151.0,99.0,72,40,48,32,48,8,24,56,20211.26,2526.4075,2222.0,8.0,13.0,1
1152.0,126.0,198,418,22,66,308,308,440,352,164589.02,7481.319090909091,1065.0,22.0,28.0,1
1153.0,26.0,4,2,2,0,4,4,4,2,2314.0,1157.0,2010.0,2.0,2.0,0
1154.0,152.0,50,100,0,50,25,25,100,25,66610.02,2664.4008000000003,700.0,25.0,34.0,1
1155.0,45.0,667,667,0,115,598,575,667,207,87000.9,3782.6478260869562,2860.0,23.0,33.0,1
1156.0,0.0,0,4,0,0,0,0,4,0,11033.380000000001,5516.6900000000005,30.0,2.0,2.0,0
1157.0,0.0,0,0,1,0,1,0,1,0,2008.39,2008.39,1430.0,1.0,1.0,0
1158.0,43.0,4,2,2,0,4,2,2,2,405.66,202.83,3044.0,2.0,2.0,1
1159.0,0.0,0,0,1,0,0,0,0,0,240.0,240.0,5205.0,1.0,1.0,1
1160.0,184.0,897,1092,156,663,1014,312,1092,78,188611.87,4836.201794871795,304.0,39.0,44.0,0
1161.0,36.0,72,45,27,54,99,63,45,72,17651.34,1961.26,3318.0,9.0,11.0,0
1162.0,0.0,0,0,0,1,0,0,0,1,508.98,508.98,7580.0,1.0,1.0,1
1163.0,107.0,9,0,3,9,3,3,0,6,10550.0,3516.6666666666665,4413.0,3.0,3.0,1
1164.0,243.0,72,16,16,40,24,8,24,0,24932.13,3116.51625,122.0,8.0,9.0,0
1165.0,31.0,16,0,16,16,0,0,0,8,2880.0,720.0,4566.0,4.0,4.0,0
1166.0,3.0,2,0,4,0,4,0,4,2,4095.77,2047.885,700.0,2.0,2.0,0
1167.0,124.0,2,2,0,2,2,2,2,4,3149.0,1574.5,4018.0,2.0,2.0,0
1168.0,0.0,1,1,0,1,1,1,1,1,2634.0,2634.0,3563.0,1.0,1.0,0
1169.0,131.0,112,80,80,112,104,72,64,8,73133.46,9141.6825,1552.0,8.0,14.0,0
1170.0,215.0,25,20,20,10,15,5,20,20,13608.26,2721.652,396.0,5.0,6.0,1
1171.0,99.0,56,48,56,40,56,16,56,0,15351.52,1918.94,853.0,8.0,9.0,0
1172.0,0.0,1,1,1,0,0,0,0,1,4460.0,4460.0,7062.0,1.0,1.0,1
1173.0,145.0,609,435,145,174,580,493,406,435,169720.34,5852.42551724138,2832.0,29.0,34.0,1
1174.0,0.0,1,0,0,0,0,0,0,0,1150.0,1150.0,4321.0,1.0,1.0,1
1175.0,93.0,27,27,27,36,45,45,45,18,25151.32,2794.591111111111,427.0,9.0,9.0,0
1176.0,12.0,9,9,0,6,9,9,9,0,4027.0,1342.3333333333333,2891.0,3.0,3.0,0
1177.0,0.0,0,1,0,0,0,0,1,0,5148.28,5148.28,304.0,1.0,1.0,0
1178.0,0.0,0,0,1,1,0,0,0,1,2165.0,2165.0,7580.0,1.0,1.0,1
1179.0,218.0,1960,1000,2840,880,920,600,960,520,255682.03999999998,6392.0509999999995,975.0,40.0,79.0,1
1180.0,200.0,1050,630,810,1050,660,240,450,660,55088.98,1836.2993333333334,3532.0,30.0,38.0,0
1181.0,72.0,30,36,18,6,36,12,36,0,15538.98,2589.83,549.0,6.0,6.0,0
1182.0,42.0,9,6,3,9,9,0,9,0,6200.0,2066.6666666666665,2314.0,3.0,3.0,0
1183.0,0.0,1,0,0,0,1,1,1,0,1362.0,1362.0,2587.0,1.0,1.0,0
1184.0,4.0,2,0,2,2,2,2,2,0,10612.21,5306.105,3257.0,2.0,2.0,0
1185.0,9.0,2,2,2,2,2,0,4,2,5041.36,2520.68,3257.0,2.0,2.0,0
1186.0,0.0,1,1,0,0,0,0,1,0,2198.32,2198.32,2253.0,1.0,1.0,1
1187.0,157.0,4,0,12,4,4,0,0,16,3685.0,921.25,4201.0,4.0,5.0,1
1188.0,113.0,946,387,3096,817,301,43,301,430,30290.04,704.419534883721,3563.0,43.0,72.0,1
1189.0,71.0,3,3,0,0,0,0,3,0,8008.2699999999995,2669.423333333333,1583.0,3.0,3.0,1
1190.0,0.0,0,6,0,0,0,0,6,0,7581.74,3790.87,183.0,2.0,3.0,0
1191.0,207.0,594,486,108,324,540,513,621,162,174522.45,6463.794444444445,275.0,27.0,29.0,0
1192.0,140.0,42,49,49,35,56,0,49,28,48845.78,6977.9685714285715,91.0,7.0,8.0,0
1193.0,221.0,2254,1764,2793,980,1960,539,2009,1225,194157.01,3962.3879591836735,122.0,49.0,74.0,1
1194.0,297.0,1872,1440,2352,1248,2064,432,2016,432,271430.28,5654.797500000001,214.0,48.0,61.0,0
1195.0,18.0,2,4,4,0,2,2,4,0,6381.32,3190.66,2771.0,2.0,2.0,1
1196.0,51.0,4,2,4,4,4,2,4,0,3590.0,1795.0,1827.0,2.0,2.0,0
1197.0,0.0,0,0,1,0,0,0,0,1,1475.0,1475.0,8949.0,1.0,1.0,0
1198.0,2.0,0,0,10,0,10,10,0,10,8280.0,4140.0,4079.0,2.0,5.0,1
1199.0,0.0,1,1,1,1,1,1,1,0,5296.17,5296.17,1157.0,1.0,1.0,0
1200.0,3.0,0,2,0,0,4,0,4,0,5505.7,2752.85,2801.0,2.0,2.0,1
1201.0,0.0,1,1,1,1,1,1,1,0,3040.0,3040.0,2618.0,1.0,1.0,0
1202.0,1.0,4,0,4,0,0,0,0,0,2799.0,1399.5,4718.0,2.0,2.0,1
1203.0,12.0,2,0,4,2,0,0,0,0,7735.0,3867.5,4444.0,2.0,2.0,1
1204.0,0.0,1,0,1,1,0,0,0,0,760.0,760.0,4536.0,1.0,1.0,0
1205.0,124.0,609,21,504,504,84,42,63,105,111666.5,5317.452380952381,1888.0,21.0,33.0,1
1206.0,0.0,1,0,1,1,0,0,0,0,4378.0,4378.0,6363.0,1.0,1.0,1
1207.0,69.0,21,14,35,7,0,0,0,28,12532.5,1790.357142857143,7062.0,7.0,9.0,1
1208.0,98.0,6,3,6,6,3,0,3,0,5345.5,1781.8333333333333,2314.0,3.0,3.0,1
1209.0,0.0,1,0,1,1,0,0,0,1,2809.13,2809.13,2253.0,1.0,1.0,0
1210.0,295.0,108,120,120,60,108,12,108,24,78467.84,6538.986666666667,761.0,12.0,22.0,0
1211.0,116.0,529,851,207,207,598,115,828,184,79936.29,3475.490869565217,91.0,23.0,39.0,0
1212.0,160.0,575,150,175,250,775,775,775,150,132920.29,5316.8116,122.0,25.0,35.0,0
1213.0,24.0,42,0,56,28,0,0,0,0,30381.0,4340.142857142857,5844.0,7.0,8.0,1
1214.0,250.0,1470,1890,210,252,1218,1302,1974,84,402211.35,9576.460714285713,30.0,42.0,55.0,0
1215.0,18.0,25,35,5,0,35,25,30,15,32070.3,6414.0599999999995,2922.0,5.0,7.0,1
1216.0,179.0,168,84,196,98,84,42,70,28,60107.18,4293.37,1583.0,14.0,15.0,0
1217.0,272.0,6696,4680,144,3600,4392,1368,4176,1944,421258.91000000003,5850.818194444445,1310.0,72.0,109.0,0
1218.0,266.0,39456,16416,1008,27216,16128,2304,19584,8064,788425.22,5475.175138888889,0.0,144.0,358.0,0
1219.0,12.0,261,117,0,54,297,18,135,0,84783.18000000001,9420.353333333334,91.0,9.0,73.0,0
1220.0,24.0,9,0,0,3,0,0,0,6,8175.0,2725.0,5997.0,3.0,3.0,1
1221.0,62.0,4,0,0,0,0,0,0,4,1032.0,258.0,3166.0,4.0,4.0,1
1222.0,13.0,66,60,6,54,60,0,60,18,17233.920000000002,2872.32,3683.0,6.0,11.0,0
1223.0,0.0,1,1,1,1,0,0,0,1,1660.0,1660.0,8401.0,1.0,1.0,1
1224.0,157.0,80,40,80,20,40,0,40,50,38975.520000000004,3897.5520000000006,884.0,10.0,10.0,0
1225.0,127.0,8,12,16,0,8,0,12,0,11932.830000000002,2983.2075000000004,1034.0,4.0,4.0,0
1226.0,132.0,108,216,27,0,135,162,216,27,89213.73,3304.212222222222,61.0,27.0,35.0,0
1227.0,200.0,705,658,94,47,611,235,658,376,193954.24,4126.685957446808,1949.0,47.0,69.0,1
1228.0,176.0,1763,1804,410,820,2132,1066,1804,738,117220.7,2859.041463414634,1096.0,41.0,58.0,1
1229.0,0.0,0,0,0,0,0,0,0,1,590.0,590.0,7335.0,1.0,1.0,1
1230.0,87.0,3,0,3,0,3,0,3,3,4865.0,1621.6666666666667,1187.0,3.0,3.0,1
1231.0,15.0,6,6,9,3,9,0,9,6,12502.84,4167.613333333334,3379.0,3.0,3.0,1
1232.0,24.0,8,12,12,8,12,4,16,0,7261.16,1815.29,183.0,4.0,4.0,0
1233.0,0.0,1,0,1,1,0,0,0,0,5010.75,5010.75,4963.0,1.0,1.0,0
1234.0,311.0,2236,2288,364,832,1664,988,2340,832,327777.89,6303.420961538462,61.0,52.0,70.0,0
1235.0,61.0,2,0,0,2,2,2,0,2,1765.0,882.5,2222.0,2.0,2.0,1
1236.0,0.0,1,1,1,1,1,0,1,0,650.0,650.0,2222.0,1.0,1.0,0
1237.0,201.0,24,6,0,24,6,0,6,12,8540.0,1423.3333333333333,3987.0,6.0,7.0,1
1238.0,84.0,759,621,69,621,782,368,667,46,222124.16,9657.572173913044,1491.0,23.0,34.0,0
1239.0,289.0,1656,1794,345,414,1725,1242,2691,345,296913.64,4303.096231884058,61.0,69.0,88.0,0
1240.0,289.0,8300,7304,1494,3984,6723,5229,7221,3735,629969.28,7589.9913253012055,1583.0,83.0,133.0,1
1241.0,0.0,2,0,0,4,4,0,0,8,1102.8600000000001,551.4300000000001,3653.0,2.0,2.0,0
1242.0,149.0,70,30,100,30,40,30,10,50,6192.88,619.288,3379.0,10.0,10.0,1
1243.0,169.0,266,133,456,304,95,19,133,190,76420.24,4022.1178947368426,3563.0,19.0,28.0,1
1244.0,139.0,15,15,18,18,15,0,15,9,30038.300000000003,10012.766666666668,2283.0,3.0,6.0,1
1245.0,155.0,1400,1330,875,1050,1400,315,1435,175,294253.95,8407.255714285715,700.0,35.0,53.0,1
1246.0,87.0,3,3,9,3,3,0,3,0,5872.32,1957.4399999999998,2860.0,3.0,3.0,1
1247.0,133.0,36,0,0,12,0,0,0,0,23716.37,1976.3641666666665,2740.0,12.0,17.0,1
1248.0,73.0,4,4,0,2,0,0,0,4,4347.5,2173.75,4566.0,2.0,2.0,1
1249.0,1.0,4,4,4,2,4,2,4,4,240.0,120.0,3653.0,2.0,2.0,1
1250.0,214.0,357,294,252,189,273,105,294,84,91425.58,4353.599047619047,91.0,21.0,22.0,0
1251.0,204.0,1944,828,360,1944,864,252,540,720,218320.34,6064.453888888889,1461.0,36.0,58.0,0
1252.0,21.0,0,2,2,0,2,0,2,0,3976.7999999999997,1988.3999999999999,427.0,2.0,2.0,0
1253.0,33.0,8,4,0,4,4,4,4,8,5845.0,1461.25,3502.0,4.0,4.0,0
1254.0,71.0,0,0,2,0,2,0,2,0,7659.0,3829.5,761.0,2.0,3.0,1
1255.0,166.0,18,12,0,0,6,6,12,0,18256.81,3042.8016666666667,244.0,6.0,6.0,0
1256.0,77.0,10,5,20,10,5,0,5,5,4537.36,907.472,3013.0,5.0,5.0,0
1257.0,29.0,4,2,2,0,4,0,0,2,9416.939999999999,4708.469999999999,3379.0,2.0,2.0,1
1258.0,245.0,19240,17056,624,13416,20280,8424,25376,12480,747379.25,7186.338942307692,30.0,104.0,284.0,0
1259.0,245.0,1248,2730,663,585,2379,1443,2652,351,321432.22,8241.851794871794,366.0,39.0,73.0,1
1260.0,247.0,225,225,60,135,135,105,195,75,74465.06,4964.337333333333,427.0,15.0,17.0,0
1261.0,0.0,1,0,0,1,0,0,0,0,5275.0,5275.0,6148.0,1.0,1.0,0
1262.0,170.0,399,247,399,247,342,38,304,95,110429.45,5812.0763157894735,61.0,19.0,24.0,0
1263.0,16.0,6,6,9,0,9,0,6,3,5530.46,1843.4866666666667,3591.0,3.0,3.0,1
1264.0,117.0,20,25,0,15,25,0,25,0,26184.739999999998,5236.947999999999,122.0,5.0,5.0,1
1265.0,194.0,1462,1088,1462,1360,1258,952,952,272,233435.79,6865.758529411765,30.0,34.0,47.0,0
1266.0,0.0,0,0,0,0,0,0,0,1,295.0,295.0,8554.0,1.0,1.0,1
1267.0,74.0,8,0,16,0,0,0,0,0,908.0,227.0,4810.0,4.0,4.0,1
1268.0,78.0,4,0,4,0,2,0,0,4,3825.5,1912.75,4293.0,2.0,2.0,1
1269.0,149.0,48,48,0,42,42,18,42,12,36021.28,6003.546666666666,549.0,6.0,9.0,0
1270.0,156.0,420,448,476,168,504,336,476,112,228138.85,8147.816071428571,1371.0,28.0,32.0,1
1271.0,89.0,204,168,0,180,204,12,168,48,39237.8,3269.816666666667,3226.0,12.0,23.0,0
1272.0,87.0,260,117,0,130,130,13,104,52,55351.31,4257.793076923077,3288.0,13.0,22.0,1
1273.0,104.0,990,810,1050,450,990,210,810,270,165677.14,5522.571333333334,1310.0,30.0,35.0,1
1274.0,199.0,121,110,11,77,66,77,110,11,74586.63,6780.602727272728,945.0,11.0,17.0,0
1275.0,0.0,4,0,4,4,0,0,0,4,9567.0,4783.5,7671.0,2.0,2.0,0
1276.0,22.0,3,12,0,0,9,6,12,0,9009.55,3003.183333333333,366.0,3.0,4.0,0
1277.0,0.0,1,0,1,1,0,0,0,1,1870.0,1870.0,8127.0,1.0,1.0,0
1278.0,187.0,50,50,0,10,40,10,70,10,28959.21,2895.921,91.0,10.0,12.0,1
1279.0,140.0,8,0,0,8,4,0,4,8,3713.3199999999997,928.3299999999999,3349.0,4.0,4.0,1
1280.0,0.0,0,1,1,0,1,0,1,0,2200.96,2200.96,1310.0,1.0,1.0,0
1281.0,46.0,110,90,100,60,100,80,90,60,7943.540000000001,794.354,3197.0,10.0,12.0,0
1282.0,0.0,1,0,1,0,0,0,0,0,370.0,370.0,7031.0,1.0,1.0,1
1283.0,0.0,1,0,0,0,0,0,0,0,1700.0,1700.0,5905.0,1.0,1.0,1
1284.0,12.0,16,4,16,16,16,8,12,16,640.0,160.0,3806.0,4.0,4.0,0
1285.0,0.0,0,0,1,0,0,0,0,0,240.0,240.0,5417.0,1.0,1.0,1
1286.0,0.0,1,1,1,1,1,0,1,0,12404.71,12404.71,3441.0,1.0,1.0,1
1287.0,116.0,3,3,6,6,3,0,3,3,4679.46,1559.82,2557.0,3.0,3.0,1
1288.0,0.0,1,1,1,1,1,1,1,1,200.0,200.0,3714.0,1.0,1.0,0
1289.0,40.0,6,9,9,3,9,3,9,0,18809.02,6269.673333333333,700.0,3.0,3.0,0
1290.0,0.0,0,0,0,0,1,1,0,1,1000.0,1000.0,4262.0,1.0,1.0,1
1291.0,167.0,56,24,16,40,32,8,24,16,36915.16,4614.395,1126.0,8.0,8.0,1
1292.0,0.0,0,1,1,0,1,0,1,0,660.0,660.0,2771.0,1.0,1.0,1
1293.0,0.0,0,1,0,0,0,0,0,1,795.0,795.0,7609.0,1.0,1.0,1
1294.0,6.0,4,4,0,4,4,0,4,0,5936.360000000001,2968.1800000000003,3653.0,2.0,2.0,0
1295.0,189.0,288,288,96,112,224,144,272,80,133222.9,8326.43125,275.0,16.0,20.0,0
1296.0,49.0,0,15,0,0,0,0,15,0,35739.979999999996,2382.665333333333,3197.0,15.0,20.0,1
1297.0,129.0,4356,6534,396,1848,5214,1254,6732,660,378067.57,5728.296515151515,30.0,66.0,103.0,0
1298.0,123.0,80,100,80,70,90,0,100,20,45718.270000000004,4571.827,304.0,10.0,10.0,0
1299.0,0.0,1,0,1,1,0,0,0,0,5870.0,5870.0,5782.0,1.0,1.0,0
1300.0,0.0,0,0,1,0,0,0,0,1,52.32,52.32,1918.0,1.0,1.0,1
1301.0,0.0,1,1,1,0,1,1,1,0,5510.52,5510.52,2161.0,1.0,1.0,0
1302.0,187.0,9,3,6,6,3,0,3,3,7744.26,2581.42,3044.0,3.0,3.0,0
1303.0,42.0,2,4,2,2,2,2,4,0,3994.34,1997.17,183.0,2.0,2.0,0
1304.0,133.0,20,20,20,5,20,10,20,5,28076.45,5615.29,1006.0,5.0,5.0,1
1305.0,0.0,6,0,0,6,6,6,6,0,5070.0,2535.0,2832.0,2.0,3.0,0
1306.0,0.0,1,0,1,0,1,0,0,1,990.78,990.78,4993.0,1.0,1.0,1
1307.0,2.0,2,4,0,0,4,2,4,4,8019.32,4009.66,3622.0,2.0,2.0,1
1308.0,0.0,1,0,1,0,1,1,0,1,400.0,400.0,4109.0,1.0,1.0,1
1309.0,0.0,2,2,2,0,1,0,2,0,8667.78,8667.78,2648.0,1.0,2.0,1
1310.0,129.0,44,55,22,11,88,33,110,11,41206.12,3746.0109090909095,122.0,11.0,14.0,0
1311.0,69.0,2,2,0,0,0,0,0,2,710.0,355.0,8127.0,2.0,2.0,1
1312.0,192.0,126,112,70,0,42,28,168,42,40160.7,2868.621428571428,30.0,14.0,18.0,0
1313.0,253.0,357,147,336,63,84,105,147,210,39559.729999999996,1883.7966666666664,1371.0,21.0,26.0,1
1314.0,12.0,4,4,4,0,4,4,4,0,15703.900000000001,7851.950000000001,945.0,2.0,2.0,0
1315.0,0.0,0,0,1,0,0,0,0,1,885.0,885.0,8584.0,1.0,1.0,1
1316.0,34.0,12,16,0,0,12,8,16,0,6294.64,1573.66,1371.0,4.0,4.0,1
1317.0,0.0,1,0,1,1,0,1,0,2,1120.0,1120.0,4749.0,1.0,1.0,0
1318.0,103.0,20,25,0,15,20,0,30,5,8055.1,1611.02,183.0,5.0,6.0,0
1319.0,0.0,1,1,0,0,0,0,0,1,3731.0,3731.0,7671.0,1.0,1.0,1
1320.0,235.0,1232,1680,1456,56,1568,1400,2184,448,304762.01,5442.17875,30.0,56.0,77.0,0
1321.0,212.0,3286,2650,1537,1431,2650,2438,2703,1696,384066.08,7246.5298113207555,1949.0,53.0,75.0,1
1322.0,0.0,1,0,1,0,1,1,1,0,-5145.22,-5145.22,3410.0,1.0,1.0,1
1323.0,0.0,0,1,0,0,0,0,1,1,75.0,75.0,275.0,1.0,1.0,1
1324.0,43.0,9,3,9,9,6,0,3,6,6231.12,2077.04,3653.0,3.0,3.0,0
1325.0,169.0,483,567,0,315,462,357,588,105,117219.06,5581.86,61.0,21.0,30.0,0
1326.0,222.0,225,225,0,75,165,195,225,45,113057.49,7537.166,61.0,15.0,19.0,0
1327.0,186.0,1634,722,342,760,1596,988,1482,342,184738.72,4861.545263157895,153.0,38.0,52.0,0
1328.0,149.0,4,4,2,2,2,2,2,2,3702.64,1851.32,3591.0,2.0,2.0,1
1329.0,11.0,2,4,0,0,4,2,4,0,5927.48,2963.74,549.0,2.0,2.0,0
1330.0,191.0,80,40,10,40,50,50,50,0,45700.41,4570.041,1279.0,10.0,18.0,1
1331.0,104.0,36,20,0,36,4,4,8,12,24877.52,6219.38,3928.0,4.0,10.0,0
1332.0,0.0,0,1,0,0,0,0,0,1,490.0,490.0,5905.0,1.0,1.0,1
1333.0,202.0,1677,1763,172,645,1591,1247,1849,516,276195.77,6423.157441860466,183.0,43.0,49.0,0
1334.0,248.0,84,96,96,36,12,12,72,60,38558.08,3213.1733333333336,91.0,12.0,12.0,0
1335.0,0.0,0,0,1,0,0,0,0,1,720.0,720.0,8339.0,1.0,1.0,1
1336.0,0.0,0,1,0,0,1,0,1,0,1757.88,1757.88,183.0,1.0,1.0,0
1337.0,0.0,1,0,1,0,0,0,0,0,790.0,790.0,6485.0,1.0,1.0,1
1338.0,72.0,1457,1426,0,1209,1488,310,1457,155,141631.04,4568.743225806452,1857.0,31.0,48.0,0
1339.0,0.0,1,1,1,1,0,0,0,1,6685.0,6685.0,6332.0,1.0,1.0,0
1340.0,31.0,4,0,0,2,0,0,0,0,5520.0,2760.0,4687.0,2.0,2.0,0
1341.0,0.0,1,0,0,0,0,0,0,1,0.0,0.0,7154.0,1.0,1.0,1
1342.0,153.0,429,1386,1122,264,1320,99,1386,0,209731.06,6355.486666666667,153.0,33.0,53.0,0
1343.0,68.0,108,84,168,60,120,0,84,48,28545.14,2378.7616666666668,2740.0,12.0,14.0,1
1344.0,177.0,132,168,144,120,180,96,168,12,100441.41,8370.1175,61.0,12.0,17.0,0
1345.0,46.0,12,60,12,0,42,12,60,24,39316.76,6552.793333333334,2922.0,6.0,13.0,1
1346.0,86.0,102,153,289,51,85,17,136,102,44782.34,2634.255294117647,3013.0,17.0,19.0,1
1347.0,0.0,1,0,0,0,0,0,0,0,150.0,150.0,1249.0,1.0,1.0,0
1348.0,32.0,0,9,6,0,9,0,9,0,5181.2,1727.0666666666666,2557.0,3.0,3.0,1
1349.0,0.0,0,0,1,0,1,0,0,1,860.0,860.0,4597.0,1.0,1.0,1
1350.0,52.0,152,380,304,38,323,342,418,0,171815.51,9042.92157894737,61.0,19.0,23.0,0
1351.0,0.0,1,1,1,1,1,1,1,0,6520.84,6520.84,2314.0,1.0,1.0,0
1352.0,0.0,1,1,1,1,1,1,1,2,8612.81,8612.81,3897.0,1.0,1.0,0
1353.0,92.0,4,4,4,4,4,0,4,4,26454.84,6613.71,3563.0,4.0,9.0,0
1354.0,92.0,36,20,36,36,20,12,20,0,15360.0,3840.0,3563.0,4.0,9.0,0
