DATA_ABERTURA_CASO,NUMERO_DO_CASO,TIPO_PAGADOR,ID
01/2014,1437291,Escritório,233
01/2014,1437348,Escritório,226
01/2014,1437356,Escritório,1240
01/2014,1437364,Escritório,119
01/2014,1437372,Escritório,334
01/2014,1437496,Empresa,1346
01/2014,1437569,Empresa,610
01/2014,1437585,Escritório,1371
01/2014,1437690,Empresa,3
01/2014,1437747,Escritório,1574
01/2014,1437798,Empresa,365
01/2014,1437801,Empresa,365
01/2014,1437887,Empresa,217
01/2014,1437895,Escritório,1027
01/2014,1437909,Escritório,953
01/2014,1437917,Empresa,433
01/2014,1438115,Escritório,1371
01/2014,1438123,Empresa,1338
01/2014,1438131,Empresa,1383
01/2014,1438166,Escritório,654
01/2014,1438174,Escritório,358
01/2014,1438182,Empresa,3
01/2014,1438190,Empresa,1346
01/2014,1438204,Escritório,1481
01/2014,1438220,Escritório,1481
01/2014,1438239,Escritório,1481
01/2014,1438255,Escritório,1459
01/2014,1438280,Empresa,1217
01/2014,1438301,Empresa,822
01/2014,1438310,Empresa,392
01/2015,1510878,Escritório,1234
01/2015,1510908,Escritório,237
01/2015,1511009,Escritório,710
01/2015,1511068,Escritório,1262
01/2015,1511076,Escritório,1541
01/2015,1511084,Empresa,3
01/2015,1511130,Empresa,800
01/2015,1511203,Escritório,513
01/2015,1511211,Escritório,1090
01/2015,1511319,Empresa,1321
01/2015,1511335,Escritório,334
01/2015,1511378,Empresa,3
01/2015,1511386,Empresa,3
01/2015,1511394,Escritório,125
01/2015,1511483,Empresa,3
01/2015,1511602,Escritório,856
01/2015,1511637,Empresa,1218
01/2015,1511645,Escritório,1297
01/2015,1511688,Escritório,280
01/2015,1511718,Escritório,1152
01/2015,1511726,Escritório,1090
01/2015,1511734,Escritório,1357
01/2015,1511793,Escritório,525
01/2015,1511831,Escritório,899
01/2015,1511840,Empresa,491
01/2015,1511920,Escritório,1549
01/2015,1511947,Empresa,550
01/2015,1511955,Empresa,1422
01/2015,1511998,Empresa,1517
01/2015,1512021,Escritório,116
01/2015,1512030,Escritório,1263
01/2015,1512080,Empresa,1517
01/2015,1512099,Escritório,1338
01/2015,1512323,Empresa,1517
01/2015,1512331,Empresa,1517
01/2015,1512340,Empresa,1517
01/2015,1512358,Empresa,1517
01/2015,1512366,Empresa,1517
01/2015,1512382,Empresa,822
01/2015,1512390,Empresa,822
01/2015,1512404,Escritório,982
01/2015,1512412,Escritório,1327
01/2015,1512420,Escritório,1302
01/2015,1512439,Empresa,372
01/2015,1512447,Empresa,103
01/2015,1512528,Escritório,1270
01/2015,1512536,Escritório,1050
01/2015,1512544,Escritório,1050
01/2015,1512552,Escritório,930
01/2015,1512560,Escritório,643
01/2015,1512714,Escritório,116
01/2015,1512773,Empresa,3
01/2015,1512781,Empresa,3
01/2015,1513133,Empresa,1217
01/2015,1513141,Escritório,1297
01/2015,1513206,Escritório,139
01/2015,1513605,Empresa,158
01/2015,1513630,Empresa,1217
01/2015,1513664,Escritório,1265
01/2015,1513672,Escritório,1265
01/2015,1513699,Escritório,1265
01/2015,1513702,Empresa,1422
01/2015,1513710,Escritório,116
01/2015,1514334,Escritório,1464
01/2015,1514377,Empresa,271
01/2015,1514407,Empresa,1217
01/2015,1514423,Escritório,485
01/2015,1514431,Escritório,485
01/2015,1514644,Escritório,1173
01/2015,1515586,Empresa,263
01/2015,1515594,Escritório,1149
01/2015,1515624,Escritório,1464
01/2015,1515632,Empresa,1095
01/2015,1515659,Escritório,485
01/2015,1515667,Escritório,788
01/2015,1515675,Escritório,788
01/2015,1515683,Empresa,822
01/2015,1515691,Empresa,898
01/2015,1515713,Escritório,485
01/2015,1515721,Empresa,3
01/2015,1516094,Empresa,800
01/2015,1516108,Escritório,683
01/2015,1516140,Escritório,1182
01/2015,1516159,Escritório,1438
01/2015,1516191,Escritório,1161
01/2015,1516213,Empresa,3
01/2015,1516230,Escritório,1549
01/2015,1516248,Empresa,1422
01/2015,1516264,Escritório,943
01/2015,1516280,Escritório,1464
01/2015,1516337,Empresa,263
01/2015,1516396,Escritório,376
01/2015,1516400,Empresa,1422
01/2015,1516418,Empresa,1517
01/2015,1516426,Empresa,3
01/2015,1516477,Escritório,1307
01/2015,1516515,Empresa,1130
01/2015,1516523,Empresa,470
01/2015,1516540,Empresa,3
01/2015,1516744,Empresa,3
01/2015,1516752,Empresa,808
01/2015,1516760,Empresa,392
01/2015,1516833,Empresa,3
01/2015,1516841,Empresa,1274
01/2015,1516884,Escritório,1392
01/2015,1516892,Empresa,509
01/2015,1516930,Escritório,740
01/2015,1517023,Empresa,217
01/2015,1517031,Empresa,1422
01/2015,1517040,Empresa,3
01/2015,1517058,Empresa,3
01/2015,1517457,Escritório,1464
01/2015,1517490,Escritório,1464
01/2015,1517520,Empresa,3
01/2015,1517538,Empresa,3
01/2015,1517546,Empresa,1217
01/2015,1517554,Empresa,470
01/2015,1517562,Empresa,263
01/2015,1517570,Empresa,1383
01/2015,1517589,Empresa,258
01/2015,1517848,Escritório,1131
01/2015,1517856,Escritório,1131
01/2015,1517864,Empresa,509
01/2015,1517872,Escritório,54
01/2015,1517880,Escritório,979
01/2015,1517970,Escritório,953
01/2015,1518003,Empresa,1422
01/2015,1518011,Escritório,1242
01/2015,1518020,Empresa,3
01/2016,1591959,Empresa,384
01/2016,1591967,Empresa,385
01/2016,1591991,Empresa,384
01/2016,1592017,Empresa,226
01/2016,1592025,Empresa,384
01/2016,1592041,Empresa,384
01/2016,1592076,Empresa,384
01/2016,1592084,Empresa,384
01/2016,1592092,Empresa,384
01/2016,1592106,Empresa,384
01/2016,1592114,Empresa,384
01/2016,1592122,Empresa,384
01/2016,1592130,Empresa,384
01/2016,1592149,Empresa,384
01/2016,1592181,Escritório,334
01/2016,1592238,Escritório,1464
01/2016,1592262,Empresa,384
01/2016,1592270,Escritório,958
01/2016,1592289,Empresa,509
01/2016,1592351,Escritório,1194
01/2016,1592416,Empresa,86
01/2016,1592467,Escritório,1333
01/2016,1592483,Escritório,1297
01/2016,1592491,Empresa,384
01/2016,1592548,Escritório,116
01/2016,1592602,Escritório,116
01/2016,1592629,Escritório,1160
01/2016,1592653,Escritório,116
01/2016,1592750,Escritório,119
01/2016,1592769,Escritório,119
01/2016,1593005,Escritório,1131
01/2016,1593013,Escritório,930
01/2016,1593021,Escritório,643
01/2016,1593080,Empresa,384
01/2016,1593218,Empresa,1517
01/2016,1593234,Escritório,982
01/2016,1593242,Escritório,1185
01/2016,1593250,Escritório,686
01/2016,1593340,Escritório,1381
01/2016,1593374,Empresa,1383
01/2016,1593498,Escritório,997
01/2016,1593501,Empresa,3
01/2016,1593706,Escritório,116
01/2016,1593714,Escritório,1381
01/2016,1593722,Escritório,119
01/2016,1593730,Escritório,686
01/2016,1593749,Escritório,953
01/2016,1593757,Empresa,1422
01/2016,1593765,Empresa,1589
01/2016,1594150,Empresa,1217
01/2016,1594168,Empresa,1529
01/2016,1594249,Escritório,221
01/2016,1594257,Escritório,221
01/2016,1594265,Empresa,3
01/2016,1594346,Empresa,3
01/2016,1594389,Empresa,3
01/2016,1594397,Empresa,3
01/2016,1594427,Empresa,1517
01/2016,1594737,Empresa,470
01/2016,1594745,Empresa,539
01/2016,1594800,Empresa,1517
01/2016,1594834,Empresa,1517
01/2016,1594850,Empresa,1517
01/2016,1594869,Empresa,1517
01/2016,1594877,Empresa,1517
01/2016,1594885,Empresa,1517
01/2016,1594893,Empresa,1519
01/2016,1594958,Escritório,1193
01/2016,1594966,Escritório,1193
01/2016,1594974,Escritório,1193
01/2016,1594982,Escritório,1193
01/2016,1594990,Escritório,1193
01/2016,1595008,Escritório,1193
01/2016,1595016,Escritório,1193
01/2016,1595024,Escritório,1193
01/2016,1595032,Escritório,1193
01/2016,1595040,Escritório,1193
01/2016,1595059,Escritório,1193
01/2016,1595075,Empresa,1422
01/2016,1595083,Empresa,1422
01/2016,1595130,Escritório,1383
01/2016,1595164,Empresa,899
01/2016,1595172,Empresa,899
01/2016,1595270,Escritório,1459
01/2016,1595288,Escritório,1176
01/2016,1595296,Escritório,1164
01/2016,1595385,Escritório,953
01/2016,1595415,Empresa,1422
01/2016,1595431,Empresa,470
01/2016,1595563,Escritório,1392
01/2016,1595601,Escritório,698
01/2016,1595636,Escritório,930
01/2016,1595768,Empresa,384
01/2016,1595830,Empresa,898
01/2016,1595849,Escritório,330
01/2016,1595857,Escritório,1433
01/2016,1595962,Escritório,1090
01/2016,1595970,Empresa,539
01/2016,1595989,Escritório,1245
01/2016,1596098,Escritório,1109
01/2016,1596101,Escritório,686
01/2016,1596110,Escritório,1459
01/2016,1596128,Empresa,226
01/2016,1596144,Empresa,649
01/2016,1596179,Empresa,1422
01/2016,1596675,Empresa,1422
01/2016,1596683,Escritório,1271
01/2016,1596691,Escritório,1035
01/2016,1596705,Empresa,1422
01/2016,1596780,Empresa,1383
01/2016,1596853,Escritório,856
01/2016,1596870,Escritório,867
01/2016,1596926,Empresa,1383
01/2016,1597078,Escritório,1529
01/2016,1597116,Escritório,1273
01/2016,1597124,Empresa,1517
01/2016,1597752,Empresa,3
01/2016,1597760,Empresa,1422
01/2016,1597779,Escritório,910
01/2016,1599828,Escritório,720
01/2016,1599836,Escritório,720
01/2016,1599844,Escritório,953
01/2016,1599950,Escritório,1259
01/2016,1599968,Escritório,700
01/2016,1599976,Empresa,1383
01/2016,1600010,Empresa,539
01/2016,1600141,Empresa,539
01/2016,1600150,Empresa,1422
01/2016,1600915,Escritório,953
01/2016,1600923,Escritório,800
01/2016,1600931,Escritório,1234
01/2016,1600940,Escritório,930
01/2016,1600982,Escritório,1381
01/2016,1601091,Escritório,953
01/2016,1601148,Escritório,982
01/2016,1601180,Escritório,1259
01/2016,1601199,Escritório,643
01/2016,1601245,Escritório,910
01/2016,1601288,Empresa,3
01/2017,1710818,Empresa,3
01/2017,1710826,Empresa,359
01/2017,1710834,Escritório,480
01/2017,1710931,Escritório,771
01/2017,1711024,Escritório,524
01/2017,1711121,Escritório,475
01/2017,1711130,Empresa,1258
01/2017,1711237,Empresa,1383
01/2017,1711261,Empresa,649
01/2017,1711270,Escritório,412
01/2017,1713230,Escritório,953
01/2017,1714198,Empresa,3
01/2017,1714210,Escritório,1295
01/2017,1714228,Escritório,121
01/2017,1714236,Empresa,1001
01/2017,1714244,Empresa,509
01/2017,1714252,Escritório,1588
01/2017,1714260,Escritório,559
01/2017,1714279,Empresa,217
01/2017,1714287,Escritório,1520
01/2017,1714309,Escritório,1327
01/2017,1714600,Empresa,129
01/2017,1714619,Escritório,375
01/2017,1714627,Escritório,375
01/2017,1714635,Escritório,875
01/2017,1714643,Empresa,217
01/2017,1714651,Escritório,650
01/2017,1714660,Empresa,649
01/2017,1714678,Empresa,649
01/2017,1714686,Escritório,689
01/2017,1714694,Empresa,491
01/2017,1714759,Empresa,616
01/2017,1714767,Empresa,1496
01/2017,1715119,Escritório,1297
01/2017,1715127,Escritório,1240
01/2017,1715143,Empresa,258
01/2017,1715151,Escritório,234
01/2017,1715178,Empresa,890
01/2017,1715194,Escritório,240
01/2017,1715208,Escritório,274
01/2017,1715216,Escritório,886
01/2017,1715259,Escritório,333
01/2017,1715283,Empresa,1258
01/2017,1715380,Escritório,1028
01/2017,1715470,Escritório,116
01/2017,1715488,Empresa,649
01/2017,1715496,Empresa,649
01/2017,1715534,Empresa,649
01/2017,1715674,Escritório,978
01/2017,1715682,Escritório,904
01/2017,1715704,Escritório,953
01/2017,1715755,Escritório,490
01/2017,1715763,Escritório,982
01/2017,1715780,Empresa,448
01/2017,1715844,Escritório,69
01/2017,1715984,Empresa,1422
01/2017,1716140,Empresa,649
01/2017,1716158,Empresa,649
01/2017,1716166,Empresa,649
01/2017,1716174,Empresa,649
01/2017,1716182,Escritório,439
01/2017,1716190,Empresa,1001
01/2017,1716360,Empresa,1325
01/2017,1716395,Escritório,21
01/2017,1716409,Empresa,471
01/2017,1716417,Escritório,1176
01/2017,1716441,Escritório,1200
01/2017,1716492,Escritório,1250
01/2017,1716506,Empresa,3
01/2017,1716514,Empresa,3
01/2017,1716522,Empresa,509
01/2017,1716530,Empresa,509
01/2017,1716549,Escritório,1422
01/2017,1716557,Empresa,1422
01/2017,1716565,Escritório,698
01/2017,1716590,Escritório,972
01/2017,1716611,Escritório,177
01/2017,1716620,Escritório,698
01/2017,1716638,Escritório,698
01/2017,1716646,Escritório,1085
01/2017,1716654,Escritório,698
01/2017,1716662,Empresa,890
01/2017,1716670,Escritório,698
01/2017,1716689,Escritório,698
01/2017,1716743,Escritório,748
01/2017,1716883,Empresa,263
01/2017,1716905,Empresa,258
01/2017,1716921,Escritório,698
01/2017,1717090,Escritório,740
01/2017,1717154,Escritório,1297
01/2017,1717197,Escritório,698
01/2017,1717235,Escritório,982
01/2017,1717243,Escritório,982
01/2017,1717251,Escritório,1338
01/2017,1717260,Empresa,1001
01/2017,1717278,Empresa,3
01/2017,1717286,Escritório,452
01/2017,1717294,Escritório,1584
01/2017,1717308,Empresa,1270
01/2017,1717316,Empresa,108
01/2017,1717324,Empresa,616
01/2017,1717332,Empresa,1422
01/2017,1717430,Empresa,384
01/2017,1717448,Empresa,448
01/2017,1717456,Escritório,1464
01/2017,1717464,Escritório,360
01/2017,1717472,Escritório,68
01/2017,1717979,Escritório,687
01/2017,1718002,Empresa,448
01/2017,1718037,Escritório,982
01/2017,1718045,Escritório,412
01/2017,1718053,Escritório,116
01/2017,1718061,Empresa,263
01/2017,1718088,Escritório,1333
01/2017,1718096,Escritório,1313
01/2017,1718100,Escritório,1297
01/2017,1718223,Empresa,462
01/2017,1718851,Escritório,953
01/2017,1719289,Empresa,470
01/2017,1719297,Empresa,470
01/2017,1719378,Escritório,66
01/2017,1719386,Empresa,3
01/2017,1719394,Empresa,890
01/2017,1719408,Empresa,1422
01/2017,1719424,Empresa,904
01/2017,1719521,Escritório,1259
01/2017,1719556,Escritório,1464
01/2017,1719564,Escritório,1338
01/2017,1719580,Escritório,1381
01/2017,1719599,Escritório,494
01/2017,1719602,Empresa,1258
01/2018,1812424,Empresa,1258
01/2018,1812432,Escritório,1149
01/2018,1812661,Escritório,1297
01/2018,1812670,Escritório,23
01/2018,1812734,Escritório,1456
01/2018,1812742,Escritório,771
01/2018,1812750,Empresa,509
01/2018,1812769,Empresa,1258
01/2018,1812890,Escritório,21
01/2018,1812998,Escritório,437
01/2018,1813005,Empresa,263
01/2018,1813013,Escritório,494
01/2018,1813021,Escritório,896
01/2018,1813030,Escritório,1579
01/2018,1813048,Empresa,1383
01/2018,1813056,Escritório,1381
01/2018,1813099,Escritório,127
01/2018,1813102,Empresa,470
01/2018,1813226,Escritório,953
01/2018,1813404,Escritório,334
01/2018,1813412,Empresa,3
01/2018,1813420,Empresa,3
01/2018,1813439,Escritório,424
01/2018,1813447,Empresa,470
01/2018,1813536,Empresa,1217
01/2018,1813544,Empresa,1001
01/2018,1813811,Escritório,7
01/2018,1814010,Escritório,1234
01/2018,1814052,Escritório,982
01/2018,1814060,Empresa,1001
01/2018,1814109,Escritório,1088
01/2018,1814117,Escritório,116
01/2018,1814125,Empresa,1422
01/2018,1814133,Escritório,1297
01/2018,1814176,Empresa,1001
01/2018,1814184,Escritório,69
01/2018,1814192,Escritório,930
01/2018,1814206,Escritório,930
01/2018,1814222,Escritório,1539
01/2018,1814265,Escritório,1588
01/2018,1814320,Escritório,1327
01/2018,1814630,Empresa,359
01/2018,1814648,Empresa,359
01/2018,1814672,Empresa,359
01/2018,1814680,Empresa,359
01/2018,1814699,Empresa,359
01/2018,1814702,Empresa,359
01/2018,1814710,Empresa,359
01/2018,1814737,Escritório,7
01/2018,1814770,Escritório,886
01/2018,1814788,Empresa,3
01/2018,1814796,Empresa,509
01/2018,1814800,Empresa,3
01/2018,1814818,Empresa,340
01/2018,1814834,Escritório,494
01/2018,1814842,Escritório,953
01/2018,1814850,Empresa,3
01/2018,1814877,Empresa,895
01/2018,1814893,Empresa,261
01/2018,1814915,Empresa,1383
01/2018,1814923,Escritório,953
01/2018,1815040,Empresa,1422
01/2018,1815059,Escritório,1559
01/2018,1815067,Escritório,953
01/2018,1815229,Escritório,1214
01/2018,1815237,Escritório,1503
01/2018,1815245,Empresa,1001
01/2018,1815253,Escritório,643
01/2018,1815261,Empresa,263
01/2018,1815288,Escritório,31
01/2018,1815318,Escritório,1333
01/2018,1815326,Escritório,274
01/2018,1815490,Escritório,116
01/2018,1815504,Escritório,437
01/2018,1815512,Escritório,360
01/2018,1815636,Empresa,509
01/2018,1815733,Escritório,650
01/2018,1815806,Escritório,1240
01/2018,1815814,Empresa,263
01/2018,1815911,Escritório,116
01/2018,1815938,Empresa,263
01/2018,1816080,Escritório,1259
01/2018,1816136,Empresa,1594
01/2018,1816160,Escritório,856
01/2018,1816217,Escritório,437
01/2018,1816225,Escritório,1539
01/2018,1816250,Escritório,1107
01/2018,1816713,Escritório,1535
01/2018,1816721,Escritório,1535
01/2018,1816748,Escritório,1551
01/2018,1816756,Escritório,953
01/2018,1816861,Escritório,116
01/2018,1816870,Empresa,3
01/2018,1816888,Escritório,643
01/2018,1816896,Escritório,643
01/2018,1816900,Escritório,643
01/2018,1816918,Empresa,509
01/2018,1816926,Escritório,1260
01/2018,1816934,Escritório,1068
01/2018,1816950,Escritório,1273
01/2018,1816985,Empresa,1422
01/2018,1817000,Escritório,360
01/2018,1817019,Empresa,3
01/2018,1817027,Escritório,1464
01/2018,1817035,Escritório,503
01/2018,1817043,Escritório,1588
01/2018,1817051,Escritório,334
01/2018,1817400,Escritório,221
01/2018,1817523,Escritório,116
01/2018,1817531,Escritório,1321
01/2018,1817620,Escritório,494
01/2018,1817639,Escritório,984
01/2018,1817876,Empresa,509
01/2018,1817884,Escritório,914
01/2018,1817892,Escritório,594
01/2018,1817906,Empresa,1258
01/2018,1817914,Escritório,1539
01/2018,1817990,Escritório,594
01/2018,1818252,Empresa,359
01/2018,1818260,Empresa,3
01/2018,1818279,Escritório,1112
01/2018,1818678,Empresa,1383
01/2019,1903403,Empresa,3
01/2019,1903411,Escritório,1050
01/2019,1903420,Empresa,3
01/2019,1903446,Escritório,698
01/2019,1903454,Escritório,698
01/2019,1903543,Escritório,116
01/2019,1903560,Escritório,698
01/2019,1903578,Escritório,698
01/2019,1903616,Escritório,698
01/2019,1903624,Escritório,698
01/2019,1903659,Empresa,1258
01/2019,1903667,Escritório,1459
01/2019,1903756,Empresa,1529
01/2019,1903772,Empresa,1529
01/2019,1903780,Empresa,1529
01/2019,1903802,Empresa,515
01/2019,1903870,Escritório,1381
01/2019,1904060,Escritório,423
01/2019,1904094,Escritório,771
01/2019,1904108,Escritório,945
01/2019,1904388,Escritório,393
01/2019,1904400,Empresa,263
01/2019,1904418,Empresa,263
01/2019,1904426,Empresa,263
01/2019,1904434,Empresa,263
01/2019,1904442,Escritório,698
01/2019,1904450,Empresa,263
01/2019,1904469,Empresa,263
01/2019,1904477,Escritório,930
01/2019,1904485,Escritório,1464
01/2019,1904493,Escritório,21
01/2019,1904507,Empresa,263
01/2019,1904515,Empresa,614
01/2019,1904523,Empresa,359
01/2019,1904558,Escritório,1297
01/2019,1904582,Escritório,1464
01/2019,1904590,Escritório,982
01/2019,1904604,Escritório,29
01/2019,1904620,Escritório,1131
01/2019,1904639,Escritório,423
01/2019,1904663,Escritório,274
01/2019,1904787,Escritório,1459
01/2019,1904795,Escritório,68
01/2019,1904809,Escritório,1464
01/2019,1904868,Escritório,1520
01/2019,1904914,Escritório,1131
01/2019,1904949,Escritório,580
01/2019,1905180,Escritório,607
01/2019,1905228,Empresa,509
01/2019,1905252,Escritório,998
01/2019,1905317,Escritório,485
01/2019,1905325,Escritório,1464
01/2019,1905341,Escritório,393
01/2019,1905368,Escritório,393
01/2019,1905384,Escritório,698
01/2019,1905406,Empresa,384
